"gre","gpa","rank","gre_math","household","sex","y"
667.980670480861,3.06823890747238,"3",201.820093543461,125.851112301271,0,0
573.269295515571,3.20672849951452,"3",171.298860639365,176.690453869699,1,1
544.925618788855,2.91817915481492,"2",157.898359535092,139.602705192861,0,0
630.213467116494,3.5374954194959,"4",190.391103385007,56.1019787179219,1,1
739.915176778221,3.58127479862993,"1",245.427883425811,161.807294250219,0,0
652.420402057313,3.59254008109761,"3",199.772982173827,154.543209924567,1,0
497.900252247478,2.98331210127065,"3",162.139173100306,323.977811585071,0,0
524.118572705423,3.28758959267103,"3",170.393198126161,142.512556009993,0,0
564.495758123807,3.02235679444917,"1",156.830945030014,318.701790710513,0,0
478.256449176494,2.62803042170188,"4",147.077307430011,142.886823898736,0,1
800,3.71439803217827,"1",241.81600724982,323.853622835423,0,1
767.625713445078,3.61927931551199,"3",195.596679189511,143.020980423445,0,0
650.136059289074,3.53337618756142,"2",193.325292096414,366.154735625184,1,0
669.323709529683,2.57160180055948,"2",200.930247748802,95.2598642202083,1,1
504.058611214861,3.16897588851686,"2",149.541821773047,263.08778700576,1,1
523.93510402928,2.99289880455689,"2",138.401715398774,234.715011870218,0,0
578.41363758799,2.44902272164739,"1",174.726113089555,136.378128912659,1,1
678.328317360307,4,"4",190.101475853108,113.846266539692,1,1
800,2.87495852509623,"1",244.937940774192,122.961662265832,1,0
515.302016705587,3.39242665926065,"3",156.192897280401,119.504400149225,0,0
692.827698902149,3.15579966609523,"4",190.084361528925,267.041204191467,0,1
703.921808543183,3.8598198717277,"3",226.12394660375,149.515793672527,0,0
483.31881075833,3.09350616042666,"3",146.937953387265,162.392456104101,0,1
523.416819688329,3.6341428378706,"3",141.007515412001,152.713480278541,0,0
684.408130750305,3.15716017472411,"3",196.480321599708,101.010156684531,1,1
592.324052153978,2.8798114966633,"4",167.052662417256,101.793685038078,1,1
463.494006555398,3.44535654424563,"2",146.783372990573,143.464964413746,0,0
762.316727941029,3.46168050934933,"1",243.829884409731,143.488249318723,1,0
800,3.34835462196186,"2",266.727365564096,126.840120638268,1,1
561.564996556782,2.64612770980262,"1",157.500763157663,187.900933833829,0,1
587.678272612824,3.10772657292127,"2",169.24113693588,267.12752362501,0,0
679.257491325746,3.56510859084655,"2",219.430297364357,183.820823935316,0,0
698.112337839587,3.15583438434514,"3",222.19846230744,136.939552523928,1,1
508.185871264177,3.27550335042997,"3",148.953176992921,59.0924704978826,0,0
773.278005659386,3.63415955274764,"3",240.497656763208,273.74851803409,1,0
646.153545566318,3.90175487051991,"2",180.773063931836,174.6745915266,1,1
680.106764774793,3.51043761253181,"2",196.446263943853,134.585787427853,0,0
461.846727384333,3.70163160581507,"1",133.375580381721,178.64839252951,0,0
642.375445299716,3.19221594039087,"4",187.334977657011,108.099162820819,1,1
715.128105134037,3.56391914154492,"4",220.069588785735,217.143928024304,0,0
658.304370376953,2.88103134227512,"3",182.152086851684,101.804675634372,1,1
619.146158250752,3.34313141288799,"1",195.949727123633,267.470006221743,1,1
548.187392128482,3.88779231651425,"4",163.57635845209,93.5443204393133,0,1
607.600758265114,3.41057083965491,"3",175.266141397387,249.380099819911,1,0
605.759650491415,3.78647683196886,"3",177.196140281755,177.898248348461,0,0
759.379653041374,3.52490417253828,"1",203.380768410879,109.528698169207,1,0
602.816478543456,3.53828485812096,"1",187.847564507049,139.562178389768,1,0
476.542725924902,3.10518583853848,"3",146.538025501451,325.971859033687,1,1
736.682419007594,3.4742233153178,"3",235.274973720319,149.193068665116,0,1
737.031962326603,3.74294895200303,"2",207.786822939898,202.693828524706,0,0
688.353280623812,3.43394288098821,"3",200.081662062625,163.469231159979,1,0
494.189109154942,3.47031226361449,"3",160.651129652225,188.294150316207,0,1
472.712102024765,3.82072069532473,"4",151.047677655257,130.135439039129,0,0
748.963619459651,3.40433725076541,"2",219.369471756065,95.9455785139785,1,1
544.349898215027,3.53740036820312,"2",163.125132937314,178.027591282691,0,0
561.493211771141,3.55186798883005,"3",165.997595504708,63.6509005570314,0,0
570.366629871629,4,"2",157.647446357916,200.419343429783,1,0
524.514927268069,3.57888219810725,"1",166.706424066681,102.282853865689,1,1
710.098943506433,3.21519380748446,"2",225.118647875884,144.98234313831,1,0
628.126057202995,3.44392546735269,"2",195.780410515076,328.116547325825,0,0
507.395380431468,3.467382484645,"3",157.969210000304,135.430788305782,0,0
686.339280198937,3.21866006081811,"2",197.947918994523,129.454705941223,1,1
685.70009891883,3.21743607538841,"2",184.48807434306,128.652044491972,1,0
538.556374672699,2.95959538135638,"2",187.434961393718,201.8932940161,1,0
722.827458592194,3.60389368855829,"4",204.339326369317,354.172187508786,1,1
659.673016989112,3.22139453783034,"3",195.549007206523,131.87856676083,0,1
568.123039907523,3.84015507955915,"3",182.164247508702,193.634015072693,0,0
492.309320438981,2.94263497854254,"2",171.226440759661,227.616198543226,0,0
736.990001923466,3.93678217205617,"2",199.159586843242,171.139473412221,1,0
491.852952301792,4,"1",162.557906991155,100.888118352437,1,0
521.897899517325,3.74751228316629,"4",141.146815750363,85.0680383835099,0,0
620.749249379059,2.91346980180942,"1",199.978585396238,104.751380371885,0,0
646.793874895773,3.49584464118769,"2",195.916002372098,117.701790034073,0,0
800,3.46477038175627,"2",255.369537858419,156.181225970559,1,0
605.065943450421,4,"3",193.421268361826,126.760357214334,0,0
602.36124499141,3.1619377981946,"3",152.564087999083,124.788800873214,1,0
752.973956858567,3.46440274130579,"3",225.237740197654,120.267934374733,1,0
693.683128498467,3.04824448900071,"3",184.281582359945,121.947941762637,0,0
647.848196761051,3.43107265311103,"3",190.518980761323,274.750156140236,0,0
621.787166329129,3.50992281035155,"3",185.062173423762,113.579833812798,1,1
597.830073815802,3.82074090758275,"2",185.481632619361,127.425401706868,1,0
463.821974336268,2.9496242471704,"3",131.525365101141,158.75952883475,0,0
581.311902784103,3.52973633653575,"2",180.278604188573,233.844793106681,1,1
575.297777789689,3.03788168540794,"1",166.459349120545,226.576304576466,0,0
476.483990461527,3.33434421496883,"2",152.078479249999,166.85548636638,0,1
603.299853278155,3.46065364133971,"2",186.036260245128,98.4175896306983,1,0
566.68014555834,3.68539411796885,"4",157.281989423708,136.378681213693,0,0
485.564184781724,2.7213962461768,"2",156.156987078946,85.9261886862455,0,0
716.4652322806,3.61474175630525,"4",207.538918821507,153.240069744545,1,1
678.881635645755,3.49709455920792,"3",184.644294844951,183.597032223215,0,0
517.405947952664,3.06495481585116,"3",158.136425615827,104.672403155173,1,1
546.298712396839,3.41594418558291,"2",164.421978189209,256.74652413823,0,0
779.566252618436,3.50794207657475,"2",225.602158881969,110.25981933642,1,0
592.522088229464,3.40591630341297,"3",170.281286078009,128.937797967166,1,1
541.225890795901,3.31932066883811,"3",171.842127852272,154.391525911925,0,0
538.305478524243,3.32267861768679,"3",165.086567347296,100.963582910643,0,1
534.930968617784,3.47251064751295,"3",161.648402683779,145.947963298365,1,1
383.000930283024,3.21800042517545,"2",100.1301734086,148.309650129251,1,1
529.188838346845,2.87823566530409,"4",149.594583162531,220.922299816837,0,0
614.599552441328,3.86027461085287,"2",178.505654910621,198.96677193395,1,0
544.715497940167,3.05118020680173,"2",174.230074001912,134.359648636927,0,0
704.812740672511,3.17541577058552,"2",233.277003721637,96.2690189553595,0,0
582.364674763703,2.9449356592919,"1",171.676126124169,153.485380418601,0,1
554.68501537056,3.61602988815513,"2",159.860777083198,74.6814602219574,0,0
582.07479692165,3.94562280906421,"2",177.887715080789,257.695517659044,0,0
456.698049316328,3.28600239014917,"2",141.011759599737,126.153486889233,1,1
516.920439816182,3.37232939351481,"3",165.288971932263,148.066271353249,1,1
626.899263521826,3.52323768361945,"3",175.319489033663,240.94077775659,0,0
621.090904555718,3.75200488965782,"3",185.243236853534,86.9960410269421,0,1
639.683384663791,3.2043764502323,"3",197.685092864522,212.49896283746,0,0
448.140530816013,3.32552236749972,"3",133.232764278418,158.502489022513,0,0
454.808503503232,3.4457359992592,"3",138.401527392954,168.814981992524,1,1
563.275135167011,3.51633721023645,"1",185.291934466335,170.989023131268,1,0
800,3.6807343989483,"2",243.558753389179,146.054708976664,1,0
747.600701870098,3.30716114805243,"2",233.470877837205,109.364683762598,1,0
800,3.76348609943171,"2",236.423974342592,147.487331667243,0,0
780.924376830844,3.65447461833162,"2",227.850564057102,227.262586545393,1,0
644.404364495444,3.25467155145815,"2",209.837762303366,329.408975602594,1,0
506.842452222127,3.55233735037422,"3",158.303781427186,84.7700730807676,0,1
515.671479362994,3.01032991397973,"2",143.846853149609,68.2207116153428,1,1
530.118892486709,3.66189662764723,"4",163.703283975489,124.269341394122,0,1
509.758063293141,3.79580833513805,"3",158.610445184767,98.1458099170625,1,1
480.77213487477,3.64353801633623,"2",139.991893016747,107.40988086834,1,0
625.13009706029,3.30234428892906,"1",179.164262711348,187.647071309632,1,0
552.337214900379,3.19217038172919,"2",183.971385763294,105.501512758516,1,1
620.853422517346,3.46230586692403,"3",191.153405056346,112.868199981526,1,1
536.008766329315,3.3182783568413,"2",158.053797957684,86.2578575042373,1,0
702.845945501376,3.95774280089293,"2",203.976290199343,198.15034574786,1,0
675.347954155422,3.41412742533347,"2",191.111223456054,106.86764573944,0,0
570.203886606383,3.53850075962358,"3",177.527925837796,128.843532878634,1,1
664.17106893177,3.42220571220004,"3",191.799153172116,196.115557729189,1,1
416.633796056737,3.68795838406905,"2",122.000179018008,174.145489085223,0,0
711.0094805545,3.39986653400536,"1",210.851252873776,96.9569106805789,1,0
543.569082888655,3.22354084550507,"2",156.627986789727,213.100945092464,1,0
504.12447304439,3.27748168847716,"3",153.221099862876,357.420982618965,0,0
628.512592984124,3.93765168811385,"2",185.211548732737,142.822587545748,0,0
670.760071341527,3.9649278152666,"4",212.701620849559,153.951079246229,0,1
659.521572981108,3.47982778178179,"4",194.845697813434,131.508288127246,1,0
575.836854684663,3.13034928216732,"2",185.531462014368,75.6162241653916,0,0
731.292862329636,3.11398545051849,"2",229.088469065611,86.9288917211774,0,0
588.719260697199,3.41580328632894,"3",166.7585894946,79.741498066207,1,0
556.158689708534,3.73927976737777,"4",167.716907999506,134.756464275059,1,1
711.415850134313,4,"3",200.068401422244,176.733104476014,1,0
516.256138648914,3.45492474294237,"4",151.246665418301,80.7192639866132,0,0
800,3.82780501789616,"3",244.877580923825,138.081240261102,1,0
623.806475528213,3.43948686239159,"3",181.197687591749,89.7345186357204,0,0
800,3.76139474090925,"2",235.549328414513,76.0883030161618,0,0
605.252829915392,3.95386940736999,"3",175.923230489125,141.114009916247,1,0
493.250487115063,3.48191752725462,"2",146.31235402381,186.334470271719,0,1
735.335422669505,3.98702224958613,"3",223.523016281865,235.968755078532,0,0
354.250617696881,2.89677158589346,"2",108.410382153827,133.703569192658,0,1
348.677452790454,3.06668579779447,"3",108.997844783519,130.381144228883,1,1
356.900073892195,3.52283675044547,"3",101.152326509218,156.0947306642,0,0
578.924585420718,3.57373143292982,"3",181.971753185671,333.934945225983,1,1
520.645099972332,3.42434460950941,"2",147.144674861077,123.949233587944,0,0
537.414611668508,3.36687694207482,"1",164.7602929254,255.011386966626,1,0
533.291027555837,3.44828713087249,"3",164.403678371716,113.530841659472,0,0
649.670832977531,3.60276307003409,"3",201.052632502729,192.363590237988,0,0
592.658044328038,3.5491539390661,"4",185.911986312313,190.857918905034,1,1
681.546026925089,3.37458030238793,"3",206.600425866085,199.34766124778,1,0
503.202883737211,3.41052468566017,"4",139.154823503314,180.418468037687,0,0
714.54976213332,2.75244333131017,"2",206.88327860102,261.615389946938,0,0
761.226561785614,3.68651564013241,"3",230.61666293037,91.4475498342833,0,0
524.458910709877,3.06301726931138,"2",160.906133624033,199.202307671598,1,0
383.019480126955,3.44036376172581,"1",109.451676567501,183.515116119293,1,0
684.866111762222,3.842355153563,"3",211.913448254207,150.577223701963,1,0
462.67932867229,3.67801491118433,"3",146.378945425716,194.45010211202,0,0
360.308399664843,3.33099443368247,"3",109.052165226403,158.509741362112,0,0
473.862247659363,3.3933367142923,"3",132.567623536323,180.44308668336,1,1
605.106875881931,2.94722057373797,"4",190.947411963558,191.537482017174,0,1
444.32329289114,3.58758925607506,"2",144.131949046918,134.743396005142,1,1
647.143253618636,2.88844735942167,"3",192.854671370723,94.975995486306,0,0
680.800511922627,3.77933925877708,"3",209.782266892576,151.944745795308,1,1
666.3895050699,3.5992482271759,"3",193.966272975012,113.857591680436,0,0
730.371898784453,3.36659127278082,"3",236.74683597434,134.738432098832,1,1
619.237529751676,3.14994498242439,"2",197.658691406351,95.5101667759468,1,0
634.424051736619,2.87602699746512,"3",189.011078874551,147.210835799638,1,0
606.635840634849,3.13036769608766,"1",170.06985551148,215.115510237372,1,1
511.764721186317,3.37741609162298,"3",152.726909303404,90.0251260680381,0,0
579.623633864669,3.3715349983882,"1",171.050712142159,104.139542822433,1,0
432.217478650297,3.82597976260692,"1",121.955182995476,90.1664206819191,0,0
732.854320838912,3.28168292004463,"1",212.590999264425,184.480905629685,1,0
671.755755203083,3.08279950133011,"3",186.25459952674,301.78065484975,0,0
601.273527574325,2.74968760068342,"2",177.068413662301,110.906764533565,0,0
690.662864654167,3.5775227984291,"3",195.201837887343,87.8188139675084,1,1
581.089130856567,3.2431395652779,"2",169.029140783594,146.985430750373,0,0
620.870492470981,3.43173464913367,"4",184.931385301931,146.447263061107,0,0
689.6024707894,3.39925099555304,"3",206.918055874632,166.840325374704,0,0
733.364741114609,2.86907636490408,"2",209.455549470877,109.748504280193,0,0
421.536649694407,3.67561700918369,"4",136.697562425322,145.528140412197,0,0
432.629955810095,2.9019537055757,"2",137.749231824633,250.671750608591,0,1
638.906082799071,2.94633390892546,"3",192.891608309693,124.611085569859,1,1
630.956085378065,3.9495494089983,"2",183.798392878372,137.198999652629,0,0
437.703166865975,3.2539326138776,"2",137.948692029276,94.7548491812135,1,1
417.237372917554,3.71086168262912,"2",136.890292102219,133.19379562067,1,0
217.177461632984,3.89237452610755,"3",61.0663439447464,78.438305199778,1,0
694.690440953101,2.83852241367433,"2",204.521797873809,80.9529474604705,0,0
734.606889568421,3.94803344540988,"4",221.806195049821,235.392653602672,0,1
570.461523076787,3.10117857033165,"2",168.544027566852,255.569692210431,0,0
666.517090440919,3.78449100059366,"3",198.312332277618,270.470002194858,0,0
684.463350583677,3.50671836949762,"3",200.822277344588,297.526912602066,1,1
344.302950197771,3.1856891585144,"2",93.4088571069971,147.646534649749,1,1
593.111479360448,3.58846845642354,"2",159.402810673137,67.5834066204237,0,0
532.506226520609,3.35466273108236,"2",170.441187608965,116.1656416828,1,0
547.611271401485,3.61916519670429,"3",171.831296881042,206.266401495862,1,1
608.850247610362,3.46229294392564,"1",184.922893068657,134.891665365509,0,0
575.563369472323,3.24127507772104,"2",169.513686879579,147.028129718548,0,0
497.97460594224,3.4725573109428,"2",146.71706006701,67.2863965303934,0,0
509.69274291321,3.30403908817907,"3",157.5158016316,138.540789085733,0,1
622.798248155484,3.44620012613846,"3",188.230004747288,211.848965219263,0,0
421.007616684235,3.12596872820927,"2",128.360968732444,109.518061262131,0,0
382.923773105567,3.45245394180533,"3",123.822132287972,152.906287517012,1,0
712.030062024253,3.35684230218125,"2",197.037726122604,116.315298602785,1,1
422.379278217814,3.29682874653824,"4",129.524684113427,106.209254013745,0,1
669.203841718761,3.32497024533885,"3",187.50909688234,152.349072503975,0,0
770.337184031356,2.94701301569082,"2",226.16103690045,121.938717084506,1,1
546.451301388687,3.37903843483765,"2",152.837950687897,94.4209935596545,0,0
334.294302554338,3.47108041857316,"3",90.2477406622576,154.073811869402,0,0
438.427994379245,3.52305156285504,"1",117.430457184393,115.768933686723,0,0
530.914635588239,3.3107858209793,"3",161.571046549158,137.371669921647,0,0
518.081607521858,3.14886335190867,"3",168.048518720842,163.915164761903,1,0
539.898525617687,3.3189286044361,"3",171.681107524357,191.52350013973,0,1
526.135857069134,3.28828436176223,"3",159.880345566988,197.728988497356,1,0
517.490028687689,3.62488563993084,"4",149.150906450478,80.1040570299801,0,1
495.207279896253,3.50639167037649,"3",164.645978815917,144.017220683468,0,0
653.775417796547,2.81949298511335,"3",178.796127098416,175.763799874579,0,0
375.046353516022,3.56581921209722,"3",128.707922846415,256.69894659492,1,1
600.123970342291,2.44696897478071,"4",177.092469067443,158.65123778631,0,1
485.137137811252,2.73040440202483,"1",154.737162794478,155.818284037899,0,0
775.400255084785,3.73743114302242,"2",241.952167651545,77.7700790488066,1,0
611.879704962731,3.45877602503306,"3",189.29009676454,99.2906627809868,0,0
489.464360981043,3.36749385332567,"2",149.942472287185,90.1315418229657,1,1
478.481048539051,3.41822947670677,"4",139.598399851577,90.6516656362516,1,1
574.362488971662,2.74935795323667,"2",187.190928312498,186.189010462704,1,1
658.812841095119,3.95358392016382,"1",210.617820421231,168.371580079635,0,0
683.227305117586,3.01531041306938,"3",211.519092835558,121.234839830192,0,0
798.924975983165,2.7332566165208,"2",234.564816468336,176.154690451288,1,1
520.345017607016,3.7119802230022,"3",131.479302553327,93.7029379628609,0,1
591.397661894665,2.45218979009703,"2",170.133121820471,212.039477717578,0,1
580.200037362333,3.18399047519804,"1",180.464252888891,174.412658282791,1,0
599.017422251897,3.7231399229668,"4",164.114846075802,226.592002893976,0,1
513.233444151539,3.24486858219642,"1",142.652447313899,218.735606273026,1,0
671.767532642279,2.82335305975025,"3",204.2274572025,107.043349427777,0,0
597.235370768796,3.38615379410261,"3",169.640367331107,109.971769726046,0,0
436.873364105885,3.21663965487053,"2",139.742855615873,246.171970296773,0,0
800,3.96707086636427,"2",236.162431289884,143.634903057464,0,0
742.280600778745,3.48706442518784,"3",216.289936797977,229.713165283002,0,0
379.847991938173,3.48737332249495,"3",101.987909191746,182.28510054438,1,1
411.571342411174,3.19439056838092,"3",132.200586704529,94.3397137016581,0,1
465.767843713306,3.22745234056886,"3",133.626877538239,182.723913125775,1,1
739.795527813253,3.41874946334073,"4",219.862046179922,132.610138597073,0,0
627.426053833876,3.00059586081348,"2",199.826179781357,91.8039626294151,0,0
648.307112621359,3.17366669730513,"3",192.614906553684,265.838817072711,0,0
513.148464809339,3.63761690234266,"3",157.869001077509,156.15642438407,0,0
499.945547512512,3.10145587078338,"3",148.861158838646,235.979457912875,0,0
443.356126608721,3.54954678035161,"2",149.934520588669,130.767017673711,1,1
325.608416972939,3.1846516298706,"2",106.295610575009,253.877097284156,1,0
679.646625981353,2.72091353447871,"3",195.757392790257,141.968921005329,1,0
553.789537081329,3.03960819600004,"3",164.969991477064,227.586026451273,1,0
641.898995515747,2.86273760080771,"1",173.844502362416,324.39735031441,0,0
547.877901776776,3.60622619371672,"3",166.02253471377,107.743965813724,1,1
629.474716509914,3.33160917038487,"3",186.47435589837,245.029785655543,1,1
609.461097021948,3.01651223946708,"3",176.296154545624,163.102483800093,1,1
652.459787797485,2.89149285952857,"1",186.823892955835,90.9190795732771,1,0
727.072544009791,3.55832355526173,"1",207.33496999824,162.393802917274,0,0
550.492713135179,3.31748218814834,"1",165.888337681977,209.55513055842,0,0
630.747626195247,3.15716022908897,"3",194.266481334825,140.576567737731,1,1
463.424437005415,3.5536314163653,"2",123.238268140586,146.951232055037,0,0
615.416415278989,3.33994221138849,"2",183.319678008597,52.4305118620098,0,0
616.677778820757,2.78209909000363,"4",211.762411531218,98.3121243023512,0,1
599.95018066612,3.33741709094598,"3",185.71599029259,149.54732602537,0,0
452.380139051558,3.35709444910323,"3",145.883804250702,122.21958091051,0,0
596.383585942811,4,"2",173.530447160193,171.154503595672,1,1
677.721922796851,2.97915964471198,"3",196.123875514998,125.892191643961,0,0
546.731143539626,3.36758742659311,"4",164.108623700889,234.848276286443,1,1
481.174035103861,2.89990920333433,"2",140.608064973949,113.896551656679,0,0
772.739894893631,3.62148489266678,"2",223.789863488436,98.3378989015426,0,0
635.062792596487,2.74240320054175,"4",206.789285404368,69.4234342017816,1,1
708.686536061781,3.81220096864972,"4",206.921320014576,157.514031605304,0,0
742.288807454163,3.62229320909465,"2",220.133943037792,104.892655690114,0,0
718.779939375409,3.67075724818666,"1",235.637002535794,146.185366194807,0,0
568.014097359097,3.01404868148144,"3",160.024818566412,144.522278279609,1,0
579.735418298339,3.49080947111707,"4",162.683108211051,95.0243032474497,0,0
565.28353576414,3.3493575256319,"2",167.571538027136,96.8405413881398,0,0
622.450529236512,3.37234216289521,"2",181.860918336806,193.629728827729,1,0
457.526257712834,2.7804843993063,"2",123.405440782701,109.298603196894,0,0
787.99560829746,2.99018842074756,"2",220.557009260358,134.419301481066,1,1
630.53000773986,3.16429876295062,"4",191.722262934787,114.445078891733,1,0
628.96829040339,3.27643329537554,"3",193.306327088899,233.294082689185,1,1
595.740802843244,2.83385606957938,"4",179.677288231582,207.816502321726,1,0
589.105701179099,3.6326714420039,"4",159.294906924641,115.267053558582,1,1
504.081655487869,2.86931247366617,"2",127.592485011448,165.539749419419,0,0
658.062185992557,2.86441729988989,"1",187.883529239313,76.0535967992579,0,0
448.955667831624,3.59579129259568,"2",133.756247041589,221.777694173637,1,1
790.751112870911,3.30844797565334,"1",236.233401014185,93.1300815054366,0,0
479.392025642268,3.35117057976824,"3",152.441467859396,89.8371616523234,0,0
615.551124348847,3.48849324301281,"1",182.541158945148,126.97576831777,0,0
675.915206409944,3.32357848192201,"3",204.111713468747,150.262110658355,0,1
491.353717788925,3.16718996598248,"2",142.616738147412,242.057211532097,1,1
519.747187926426,3.34150771943522,"2",148.972561503565,214.792169052543,0,1
472.196533990032,3.04385303590011,"1",142.82936420443,122.739310470402,1,0
707.025461147661,3.33554417295916,"2",203.897508175332,165.569177240158,1,0
621.580353087151,2.99962462389166,"2",182.667258351701,151.355098270865,0,0
678.315941800596,3.11077892747557,"2",206.483829546835,182.745587690422,1,0
470.59607208313,2.71546403826079,"3",128.698203443275,72.734928642106,1,1
418.233787898718,3.03851024861467,"1",132.946012884083,76.217298710234,1,1
664.209589461157,3.9388364116048,"4",199.7166502004,92.9280438852463,1,0
680.265188156491,3.4287089555805,"4",194.333840101732,95.5235659348242,1,1
623.855873457389,2.87903969959906,"1",183.313818914241,139.171233277216,1,0
688.850133221194,4,"4",233.845720541198,97.8130932429768,1,0
435.41839378191,3.9996590162712,"2",126.387044171094,234.474850148829,1,0
522.758197076447,3.63107816971521,"1",144.992498398111,218.99053592504,0,0
548.572277326994,3.2289805238894,"3",163.368802043665,117.870218956597,1,1
392.35713389828,3.61092226655117,"1",111.453940359343,91.1095548790346,0,0
587.70239769064,4,"3",176.15532166066,131.32359093827,0,0
330.006839651256,4,"3",96.5268659006219,159.123125610797,1,0
550.354454699013,3.1155869229932,"3",162.280107349988,121.090891821668,1,1
753.303400491381,3.71899347098278,"4",222.59497556739,122.199576625565,1,1
597.2014988355,3.19352034012124,"1",185.592910303759,247.36781874172,0,1
652.917336586114,3.24756637584504,"4",193.695556883937,121.64443432042,0,1
